Product Name,Time,Day,Price,Quantity,Stock Remaining
Saffola Masala Oats Classic 500g,2026-04-27 08:23:00,Monday,160.0,1,186
Lay's India's Magic Masala Chips 90g,2026-04-27 08:26:00,Monday,20.0,1,220
Parle Hide & Seek Chocolate Chips 120g,2026-04-27 08:26:00,Monday,50.0,1,166
MDH Chana Masala 100g,2026-04-27 08:27:00,Monday,78.0,1,174
D-Mart Premia Ajwain 100g,2026-04-27 08:29:00,Monday,45.0,1,161
Ariel Complete Front Load 1kg,2026-04-27 08:33:00,Monday,210.0,1,126
D-Mart Premia Cumin Seeds (Jeera) 200g,2026-04-27 08:39:00,Monday,140.0,1,219
D-Mart Premia Besan 1kg,2026-04-27 08:40:00,Monday,90.0,2,205
5 Star Chocolate Bar 20g,2026-04-27 08:42:00,Monday,20.0,1,220
Haldiram's Panchrattan Mixture 400g,2026-04-27 08:43:00,Monday,130.0,3,334
Cadbury Dairy Milk Family Pack 100g,2026-04-27 08:46:00,Monday,100.0,1,333
Bajaj Almond Drops Hair Oil 200ml,2026-04-27 08:52:00,Monday,125.0,1,212
Amul Gold Full Cream Milk 1L,2026-04-27 08:53:00,Monday,66.0,1,422
Clinic Plus Strong & Long Shampoo 650ml,2026-04-27 09:03:00,Monday,325.0,1,101
Kissan Mixed Fruit Jam 700g,2026-04-27 09:08:00,Monday,220.0,1,185
D-Mart Premia Kala Chana 1kg,2026-04-27 09:09:00,Monday,85.0,1,112
D-Mart Premia Masoor Dal Lall 1kg,2026-04-27 09:09:00,Monday,110.0,1,139
Dove Cream Beauty Bathing Bar (125g x 3),2026-04-27 09:10:00,Monday,240.0,1,130
Surf Excel Easy Wash Detergent 1kg,2026-04-27 09:11:00,Monday,140.0,1,206
Comfort After Wash Fabric Conditioner 860ml,2026-04-27 09:18:00,Monday,235.0,1,239
Parle Hide & Seek Chocolate Chips 120g,2026-04-27 09:18:00,Monday,50.0,1,165
Ching's Schezwan Chutney 250g,2026-04-27 09:25:00,Monday,85.0,1,204
Haldiram's Alu Bhujia 400g,2026-04-27 09:25:00,Monday,110.0,1,112
D-Mart Premia Sugar 5kg,2026-04-27 09:26:00,Monday,235.0,1,257
Amul Gold Full Cream Milk 1L,2026-04-27 09:30:00,Monday,66.0,1,421
D-Mart Premia Matki (Moth Beans) 1kg,2026-04-27 09:32:00,Monday,120.0,1,206
Harpic Toilet Cleaner Original 1L,2026-04-27 09:38:00,Monday,195.0,1,219
Pillsbury Chakki Fresh Atta 5kg,2026-04-27 09:39:00,Monday,255.0,1,263
Saffola Active Oil 1L,2026-04-27 09:43:00,Monday,170.0,1,224
D-Mart Premia Maida 1kg,2026-04-27 09:53:00,Monday,45.0,1,169
Kinley Water Bottle 1L,2026-04-27 09:54:00,Monday,20.0,1,408
D-Mart Premia Raisins (Kishmish) 250g,2026-04-27 09:58:00,Monday,110.0,1,143
Amul Pure Cow Ghee 1L,2026-04-27 10:01:00,Monday,680.0,1,230
Rin Laundry Detergent Bar (4-Pack),2026-04-27 10:02:00,Monday,40.0,1,180
Balaji Wafers Simply Salted 100g,2026-04-27 10:06:00,Monday,40.0,1,438
D-Mart Premia Black Eyed Lobia 1kg,2026-04-27 10:06:00,Monday,115.0,1,182
Ching's Secret Hakka Noodles 150g,2026-04-27 10:07:00,Monday,40.0,2,281
Exo Dishshine Bar 300g,2026-04-27 10:09:00,Monday,30.0,2,222
Sunfeast Dark Fantasy Choco Fills 300g,2026-04-27 10:11:00,Monday,120.0,1,163
D-Mart Premia Mustard Seeds (Rai) 200g,2026-04-27 10:13:00,Monday,40.0,1,215
Britannia Bourbon Cream Biscuits 150g,2026-04-27 10:13:00,Monday,30.0,2,201
Frooti Mango Drink 1.2L,2026-04-27 10:15:00,Monday,75.0,1,305
Odonil Bathroom Air Freshener Hanger,2026-04-27 10:16:00,Monday,55.0,1,126
D-Mart Premia Coriander Seeds (Dhana) 200g,2026-04-27 10:24:00,Monday,50.0,2,231
Close-Up Red Hot Gel Toothpaste 300g,2026-04-27 10:34:00,Monday,160.0,1,126
Pril Lime Liquid Dishwash 425ml,2026-04-27 10:35:00,Monday,105.0,1,239
Kissan Mixed Fruit Jam 700g,2026-04-27 10:35:00,Monday,220.0,1,184
Paper Boat Aam Panna Drink 250ml,2026-04-27 10:36:00,Monday,35.0,1,280
Haldiram's Cornflakes Mixture 400g,2026-04-27 10:43:00,Monday,120.0,1,129
Pears Pure & Gentle Soap (125g x 3),2026-04-27 10:49:00,Monday,225.0,1,192
D-Mart Premia Puja Ghee Diya Wicks (100 pcs),2026-04-27 10:50:00,Monday,80.0,1,92
Quaker Instant Oats 1kg,2026-04-27 10:52:00,Monday,190.0,1,116
Haldiram's Soan Papdi 500g,2026-04-27 10:57:00,Monday,140.0,1,162
Fortune Mustard Oil 1L,2026-04-27 11:00:00,Monday,175.0,1,185
Britannia Brown Bread 400g,2026-04-27 11:02:00,Monday,50.0,1,466
Dabur Amla Hair Oil 275ml,2026-04-27 11:05:00,Monday,115.0,1,214
Balaji Wafers Simply Salted 100g,2026-04-27 11:12:00,Monday,40.0,1,437
Everest Garam Masala 100g,2026-04-27 11:15:00,Monday,85.0,1,111
Mother Dairy Fresh Paneer 200g,2026-04-27 11:20:00,Monday,90.0,1,197
Catch Black Pepper Powder 100g,2026-04-27 11:21:00,Monday,75.0,1,178
Bagrry's Fruit & Fibre Muesli 400g,2026-04-27 11:24:00,Monday,310.0,1,118
Mother Dairy Classic Dahi 400g,2026-04-27 11:24:00,Monday,50.0,1,273
Harpic Toilet Cleaner Original 1L,2026-04-27 11:25:00,Monday,195.0,1,218
D-Mart Premia Sabudana 500g,2026-04-27 11:25:00,Monday,50.0,1,241
Homelite Safety Matchbox (10-Pack bundle),2026-04-27 11:27:00,Monday,20.0,1,198
Maggi Hot & Sweet Chilli Tomato Sauce 1kg,2026-04-27 11:30:00,Monday,170.0,2,242
Gits Gulab Jamun Mix 200g,2026-04-27 11:33:00,Monday,115.0,1,200
Mangaldeep Sandalwood Agarbatti 80 Sticks,2026-04-27 11:36:00,Monday,60.0,1,100
Dabur Hajmola Regular Tablets 120 tab,2026-04-27 11:37:00,Monday,50.0,1,186
MDH Chana Masala 100g,2026-04-27 11:37:00,Monday,78.0,1,173
MDH Pav Bhaji Masala 100g,2026-04-27 11:41:00,Monday,78.0,1,195
Nescafe Classic Instant Coffee 100g,2026-04-27 11:41:00,Monday,310.0,1,175
Wibs White Bread 400g,2026-04-27 11:43:00,Monday,45.0,2,244
Tata Salt Lite 1kg,2026-04-27 11:45:00,Monday,28.0,1,374
Britannia Good Day Cashew Biscuits 200g,2026-04-27 11:45:00,Monday,35.0,1,171
Tata Salt Rock Salt 1kg,2026-04-27 11:47:00,Monday,75.0,1,414
Tata Salt SuperLite 1kg,2026-04-27 11:56:00,Monday,32.0,2,470
Lipton Green Tea Honey Lemon 25 Bags,2026-04-27 11:59:00,Monday,155.0,1,191
Dettol Antiseptic Liquid Bottle 500ml,2026-04-27 11:59:00,Monday,210.0,1,206
D-Mart Premia Walnuts (Akhrot) 250g,2026-04-27 11:59:00,Monday,350.0,1,207
Yippee Magic Masala Noodles 6-Pack,2026-04-27 12:07:00,Monday,85.0,1,285
Amul Lassi Rose Flavour 200ml,2026-04-27 12:10:00,Monday,25.0,1,189
KitKat 4-Finger Chocolate Bar,2026-04-27 12:10:00,Monday,40.0,1,131
Lay's Classic Salted Potato Chips 90g,2026-04-27 12:11:00,Monday,20.0,3,260
D-Mart Premia Camphor (Kapur) Tablets 50g,2026-04-27 12:18:00,Monday,55.0,1,227
Cadbury Dairy Milk Silk Chocolate 150g,2026-04-27 12:26:00,Monday,175.0,1,332
Yippee Magic Masala Noodles 6-Pack,2026-04-27 12:28:00,Monday,85.0,1,284
D-Mart Premia Almonds (Badam) 500g,2026-04-27 12:29:00,Monday,450.0,1,201
Amul Masti Spiced Buttermilk 200ml,2026-04-27 12:29:00,Monday,20.0,3,653
Knorr Sweet Corn Veg Soup 50g,2026-04-27 12:31:00,Monday,35.0,2,178
Everest Turmeric Powder 200g,2026-04-27 12:46:00,Monday,55.0,1,126
D-Mart Premia Moong Dal Yellow 1kg,2026-04-27 12:48:00,Monday,145.0,1,146
Amul Gold Full Cream Milk 1L,2026-04-27 12:56:00,Monday,66.0,1,420
India Gate Basmati Rice Premium 1kg,2026-04-27 13:00:00,Monday,110.0,1,93
Brooke Bond Taj Mahal Tea 500g,2026-04-27 13:03:00,Monday,320.0,1,151
Britannia Brown Bread 400g,2026-04-27 13:06:00,Monday,50.0,2,464
Pillsbury Chakki Fresh Atta 5kg,2026-04-27 13:07:00,Monday,255.0,1,262
Haldiram's Gulab Jamun Tin 1kg,2026-04-27 13:10:00,Monday,240.0,1,261
Aashirvaad Mustard Seeds (Rai) 100g,2026-04-27 13:12:00,Monday,25.0,2,178
Britannia NutriChoice Digestive 250g,2026-04-27 13:12:00,Monday,65.0,2,187
Pass Pass Mouth Freshener 100g,2026-04-27 13:13:00,Monday,50.0,1,158
Pears Pure & Gentle Soap (125g x 3),2026-04-27 13:20:00,Monday,225.0,1,191
Aashirvaad Atta Shudh Chakki 5kg,2026-04-27 13:22:00,Monday,260.0,3,416
Kellogg's Corn Flakes Original 475g,2026-04-27 13:23:00,Monday,220.0,1,171
Kurkure Masala Munch 90g,2026-04-27 13:23:00,Monday,20.0,2,191
Mother Dairy Fresh Paneer 200g,2026-04-27 13:24:00,Monday,90.0,1,196
D-Mart Premia Sugar 5kg,2026-04-27 13:30:00,Monday,235.0,1,256
Gemini Vanaspati Ghee 1L,2026-04-27 13:33:00,Monday,120.0,1,238
Brooke Bond Red Label Tea 1kg,2026-04-27 13:35:00,Monday,460.0,1,124
D-Mart Premia Thick Poha 1kg,2026-04-27 13:39:00,Monday,55.0,1,329
Wagh Bakri Premium Leaf Tea 1kg,2026-04-27 13:47:00,Monday,450.0,2,217
Balaji Wafers Masala Masti 100g,2026-04-27 13:47:00,Monday,40.0,1,211
Bru Instant Coffee Jar 100g,2026-04-27 13:52:00,Monday,290.0,1,121
D-Mart Premia Masoor Whole 1kg,2026-04-27 13:52:00,Monday,105.0,1,186
Sprite Soft Drink 2L,2026-04-27 13:54:00,Monday,95.0,1,168
Amul Taaza Toned Milk 1L,2026-04-27 13:57:00,Monday,56.0,1,279
Amul Gold Full Cream Milk 1L,2026-04-27 14:05:00,Monday,66.0,1,419
Bournvita Chocolate Nutrition Drink 1kg,2026-04-27 14:08:00,Monday,430.0,2,195
Dabur Hajmola Anardana Tablets 120 tab,2026-04-27 14:09:00,Monday,55.0,1,92
Oreo Vanilla Creme Biscuits 120g,2026-04-27 14:14:00,Monday,35.0,1,236
MTR Dosa Mix 500g,2026-04-27 14:20:00,Monday,120.0,1,117
Paper Boat Anar Drink 250ml,2026-04-27 14:20:00,Monday,40.0,2,246
D-Mart Premia Rajma Chitra 1kg,2026-04-27 14:22:00,Monday,155.0,2,198
Tata Salt Lite 1kg,2026-04-27 14:23:00,Monday,28.0,1,373
Dabur Apis Himalaya Honey 500g,2026-04-27 14:32:00,Monday,215.0,1,203
Cycle Three In One Agarbatti (Incense) 100 Sticks,2026-04-27 14:33:00,Monday,70.0,1,219
Vim Lemon Dishwash Liquid Gel 500ml,2026-04-27 14:38:00,Monday,115.0,1,119
Thums Up Soft Drink 2L,2026-04-27 14:39:00,Monday,95.0,1,302
Gowardhan Cow Ghee 1L,2026-04-27 14:39:00,Monday,710.0,1,222
Kwality Walls Vanilla Tub 700ml,2026-04-27 14:39:00,Monday,140.0,1,141
Fortune Chakki Fresh Atta 10kg,2026-04-27 14:41:00,Monday,490.0,2,439
Compact Umbrellas Indian Monsoon Edition,2026-04-27 14:41:00,Monday,299.0,1,436
Everest Kasuri Methi 50g,2026-04-27 14:42:00,Monday,45.0,1,98
Aashirvaad Salt 1kg,2026-04-27 14:43:00,Monday,24.0,2,295
Haldiram's Khatta Meetha Mixture 400g,2026-04-27 14:46:00,Monday,110.0,1,414
Complan Chocolate Health Drink 500g,2026-04-27 14:48:00,Monday,295.0,1,94
Vicco Vajradanti Toothpaste 200g,2026-04-27 14:49:00,Monday,140.0,2,196
Gemini Vanaspati Ghee 1L,2026-04-27 14:50:00,Monday,120.0,1,237
Amul Crunchy Peanut Butter 400g,2026-04-27 14:53:00,Monday,175.0,2,172
Kurkure Green Chutney Rajasthani 90g,2026-04-27 14:56:00,Monday,20.0,1,165
D-Mart Premia Ajwain 100g,2026-04-27 14:59:00,Monday,45.0,1,160
Gowardhan Cow Ghee 1L,2026-04-27 15:02:00,Monday,710.0,1,221
Paper Boat Aam Panna Drink 250ml,2026-04-27 15:06:00,Monday,35.0,1,279
Dettol Bathing Soap (125g x 3),2026-04-27 15:12:00,Monday,165.0,1,244
Amul Pure Cow Ghee 1L,2026-04-27 15:13:00,Monday,680.0,1,229
Saffola Gold Pro Healthy Oil 5L,2026-04-27 15:15:00,Monday,850.0,1,117
Cadbury Dairy Milk Family Pack 100g,2026-04-27 15:17:00,Monday,100.0,1,332
Amul Taaza Toned Milk 1L,2026-04-27 15:19:00,Monday,56.0,1,278
D-Mart Premia Sesame Seeds White (Til) 200g,2026-04-27 15:21:00,Monday,90.0,1,203
Parle Monaco Salted Biscuits 120g,2026-04-27 15:24:00,Monday,25.0,1,441
Cadbury Dairy Milk Family Pack 100g,2026-04-27 15:26:00,Monday,100.0,1,331
Cadbury Dairy Milk Silk Chocolate 150g,2026-04-27 15:26:00,Monday,175.0,1,331
Dabur Red Toothpaste 200g,2026-04-27 15:27:00,Monday,115.0,2,202
Britannia Brown Bread 400g,2026-04-27 15:31:00,Monday,50.0,1,463
D-Mart Premia Jeera Rice 1kg,2026-04-27 15:34:00,Monday,120.0,1,147
D-Mart Premia Jaggery Powder 1kg,2026-04-27 15:36:00,Monday,80.0,2,202
D-Mart Premia Masoor Whole 1kg,2026-04-27 15:39:00,Monday,105.0,1,185
Lizol Floor Cleaner Citrus 1L,2026-04-27 15:42:00,Monday,215.0,1,196
Comfort After Wash Fabric Conditioner 860ml,2026-04-27 15:44:00,Monday,235.0,1,238
Horlicks Classic Malt Jar 1kg,2026-04-27 15:46:00,Monday,410.0,2,227
Fortune Chakki Fresh Atta 10kg,2026-04-27 15:46:00,Monday,490.0,1,438
Tata Salt Rock Salt 1kg,2026-04-27 15:48:00,Monday,75.0,1,413
MDH Sambhar Masala 100g,2026-04-27 15:49:00,Monday,78.0,1,108
D-Mart Premia Pistachios (Pista) 250g,2026-04-27 15:51:00,Monday,310.0,1,168
Lifebuoy Total 10 Soap (125g x 3),2026-04-27 15:53:00,Monday,135.0,1,242
D-Mart Premia Kolam Rice 10kg,2026-04-27 15:54:00,Monday,650.0,1,109
Britannia 50-50 Maska Chaska 120g,2026-04-27 15:54:00,Monday,30.0,2,184
Yippee Magic Masala Noodles 6-Pack,2026-04-27 15:56:00,Monday,85.0,1,283
Surf Excel Easy Wash Detergent 1kg,2026-04-27 15:57:00,Monday,140.0,1,205
Tata Salt Rock Salt 1kg,2026-04-27 16:08:00,Monday,75.0,1,412
Limca Lime Lemon Drink 2L,2026-04-27 16:09:00,Monday,95.0,1,164
Fortune Sunflower Refined Oil 1L,2026-04-27 16:10:00,Monday,145.0,1,175
Ponds Dreamflower Talcum Powder 400g,2026-04-27 16:21:00,Monday,295.0,2,221
Dove Intense Repair Shampoo 650ml,2026-04-27 16:22:00,Monday,480.0,1,176
D-Mart Premia Toor Dal 1kg,2026-04-27 16:23:00,Monday,170.0,1,182
D-Mart Premia Cashews (Kaju) 500g,2026-04-27 16:25:00,Monday,490.0,1,130
Lizol Floor Cleaner Citrus 1L,2026-04-27 16:27:00,Monday,215.0,1,195
Lay's India's Magic Masala Chips 90g,2026-04-27 16:31:00,Monday,20.0,1,219
Fortune Sona Masoori Rice 5kg,2026-04-27 16:34:00,Monday,340.0,1,190
Bru Green Label Coffee 500g,2026-04-27 16:38:00,Monday,180.0,1,201
D-Mart Premia Walnuts (Akhrot) 250g,2026-04-27 16:43:00,Monday,350.0,1,206
Tata Salt SuperLite 1kg,2026-04-27 16:45:00,Monday,32.0,2,468
Real Fruit Power Guava Juice 1L,2026-04-27 16:59:00,Monday,120.0,1,281
Tata Salt Rock Salt 1kg,2026-04-27 17:05:00,Monday,75.0,1,411
D-Mart Premia Pistachios (Pista) 250g,2026-04-27 17:06:00,Monday,310.0,1,167
D-Mart Premia Sugar 1kg,2026-04-27 17:12:00,Monday,48.0,2,426
Nivea Soft Light Moisturising Cream 200ml,2026-04-27 17:14:00,Monday,290.0,2,204
Amul Cheese Spread Garlic 200g,2026-04-27 17:17:00,Monday,120.0,2,236
Dabur Hajmola Regular Tablets 120 tab,2026-04-27 17:24:00,Monday,50.0,1,185
Real Fruit Power Mixed Fruit Juice 1L,2026-04-27 17:37:00,Monday,120.0,1,166
Lipton Green Tea Honey Lemon 25 Bags,2026-04-27 17:38:00,Monday,155.0,1,190
Dettol Liquid Handwash Original Refill 1.5L,2026-04-27 17:40:00,Monday,230.0,1,208
Parle Monaco Salted Biscuits 120g,2026-04-27 17:40:00,Monday,25.0,1,440
Fortune Sunflower Refined Oil 1L,2026-04-27 17:41:00,Monday,145.0,1,174
D-Mart Premia Moong Dal Chilka 1kg,2026-04-27 17:44:00,Monday,130.0,1,237
Lux Velvet Touch Soap (100g x 3),2026-04-27 17:47:00,Monday,110.0,2,167
D-Mart Premia Moong Dal Chilka 1kg,2026-04-27 17:48:00,Monday,130.0,1,236
Catch Black Pepper Powder 100g,2026-04-27 18:02:00,Monday,75.0,1,177
MDH Kitchen King Masala 100g,2026-04-27 18:08:00,Monday,88.0,1,144
Act II Popcorn Golden Sizzle 90g,2026-04-27 18:11:00,Monday,45.0,1,159
Fortune Chakki Fresh Atta 10kg,2026-04-27 18:11:00,Monday,490.0,1,437
Ching's Green Chilli Sauce 200g,2026-04-27 18:12:00,Monday,50.0,1,161
Parle Monaco Salted Biscuits 120g,2026-04-27 18:15:00,Monday,25.0,2,438
Tata Salt Rock Salt 1kg,2026-04-27 18:19:00,Monday,75.0,1,410
Patanjali Bandhani Hing 25g,2026-04-27 18:20:00,Monday,45.0,1,111
Perk Chocolate Wafer Bar 15g,2026-04-27 18:22:00,Monday,10.0,2,231
Maggi 2-Minute Masala Noodles 12-Pack,2026-04-27 18:24:00,Monday,168.0,2,403
Fortune Mustard Oil 1L,2026-04-27 18:24:00,Monday,175.0,1,184
Balaji Wafers Masala Masti 100g,2026-04-27 18:31:00,Monday,40.0,1,210
D-Mart Premia Green Cardamom (Elaichi) 50g,2026-04-27 18:32:00,Monday,180.0,1,96
D-Mart Premia Sugar 1kg,2026-04-27 18:32:00,Monday,48.0,3,423
Amul Gold Full Cream Milk 1L,2026-04-27 18:33:00,Monday,66.0,1,418
Boost Health Drink Refill 500g,2026-04-27 18:40:00,Monday,280.0,1,219
Cadbury Bournville Rich Cocoa Chocolate 80g,2026-04-27 18:40:00,Monday,90.0,1,144
Amul Cheese Block 200g,2026-04-27 18:41:00,Monday,135.0,1,202
Haldiram's Khatta Meetha Mixture 400g,2026-04-27 18:42:00,Monday,110.0,1,413
Thums Up Soft Drink 2L,2026-04-27 18:44:00,Monday,95.0,1,301
Aashirvaad Rava Idli Mix 500g,2026-04-27 18:48:00,Monday,115.0,2,220
D-Mart Premia Thick Poha 1kg,2026-04-27 18:48:00,Monday,55.0,3,326
D-Mart Premia Urad Dal Black whole 1kg,2026-04-27 18:48:00,Monday,140.0,1,206
Fortune Rice Bran Health Oil 1L,2026-04-27 18:49:00,Monday,165.0,1,149
Vaseline Intensive Care Cocoa Glow Body Lotion 400ml,2026-04-27 18:52:00,Monday,360.0,1,156
Balaji Wafers Simply Salted 100g,2026-04-27 18:53:00,Monday,40.0,1,436
Patanjali Aloe Vera Gel 150ml,2026-04-27 18:54:00,Monday,110.0,2,215
Haldiram's Khatta Meetha Mixture 400g,2026-04-27 18:54:00,Monday,110.0,2,411
Kinley Water Bottle 1L,2026-04-27 18:56:00,Monday,20.0,1,407
Amul Gold Full Cream Milk 1L,2026-04-27 19:03:00,Monday,66.0,2,416
Everest Kashmiri Lalchili Powder 200g,2026-04-27 19:05:00,Monday,120.0,2,218
D-Mart Premia Urad Dal Black whole 1kg,2026-04-27 19:05:00,Monday,140.0,1,205
Maggi 2-Minute Masala Noodles 12-Pack,2026-04-27 19:06:00,Monday,168.0,2,401
Dettol Liquid Handwash Original Refill 1.5L,2026-04-27 19:08:00,Monday,230.0,1,207
D-Mart Premia Fenugreek Seeds (Methi) 200g,2026-04-27 19:20:00,Monday,45.0,1,179
Pril Lime Liquid Dishwash 425ml,2026-04-27 19:21:00,Monday,105.0,1,238
D-Mart Premia Chana Dal 1kg,2026-04-27 19:27:00,Monday,95.0,2,181
Aashirvaad Atta Shudh Chakki 5kg,2026-04-27 19:33:00,Monday,260.0,1,415
Amul Masti Spiced Buttermilk 200ml,2026-04-27 19:35:00,Monday,20.0,1,652
Ching's Dark Soy Sauce 200g,2026-04-27 19:36:00,Monday,55.0,2,188
Cadbury Dairy Milk Silk Chocolate 150g,2026-04-27 19:38:00,Monday,175.0,1,330
Tata Tea Gold Leaf Tea 500g,2026-04-27 19:40:00,Monday,240.0,1,157
Patanjali Dant Kanti Toothpaste 200g,2026-04-27 19:46:00,Monday,95.0,1,201
Bisleri Mineral Water Bottle 1L,2026-04-27 19:46:00,Monday,20.0,3,565
Amul Taaza Toned Milk 1L,2026-04-27 19:47:00,Monday,56.0,1,277
Balaji Wafers Simply Salted 100g,2026-04-27 19:50:00,Monday,40.0,1,435
Knorr Classic Tomato Soup 50g,2026-04-27 19:51:00,Monday,35.0,1,237
D-Mart Premia Sugar 1kg,2026-04-28 08:01:00,Tuesday,48.0,1,422
Lay's India's Magic Masala Chips 90g,2026-04-28 08:02:00,Tuesday,20.0,1,218
Knorr Classic Tomato Soup 50g,2026-04-28 08:03:00,Tuesday,35.0,1,236
Horlicks Classic Malt Jar 1kg,2026-04-28 08:08:00,Tuesday,410.0,1,226
Fortune Sunflower Refined Oil 1L,2026-04-28 08:08:00,Tuesday,145.0,1,173
Lifebuoy Total 10 Soap (125g x 3),2026-04-28 08:12:00,Tuesday,135.0,1,241
Parachute Pure Coconut Oil 500ml,2026-04-28 08:13:00,Tuesday,190.0,1,121
D-Mart Premia Besan 1kg,2026-04-28 08:14:00,Tuesday,90.0,1,204
D-Mart Premia Masoor Whole 1kg,2026-04-28 08:17:00,Tuesday,105.0,2,183
D-Mart Premia Cumin Seeds (Jeera) 200g,2026-04-28 08:25:00,Tuesday,140.0,1,218
Fortune Mustard Oil 1L,2026-04-28 08:28:00,Tuesday,175.0,1,183
Lux Velvet Touch Soap (100g x 3),2026-04-28 08:29:00,Tuesday,110.0,1,166
Clinic Plus Strong & Long Shampoo 650ml,2026-04-28 08:30:00,Tuesday,325.0,1,100
D-Mart Premia Thick Poha 1kg,2026-04-28 08:32:00,Tuesday,55.0,1,325
Balaji Wafers Simply Salted 100g,2026-04-28 08:36:00,Tuesday,40.0,1,434
Ponds Dreamflower Talcum Powder 400g,2026-04-28 08:42:00,Tuesday,295.0,1,220
Haldiram's Soan Papdi 500g,2026-04-28 08:44:00,Tuesday,140.0,1,161
Fortune Sona Masoori Rice 5kg,2026-04-28 08:47:00,Tuesday,340.0,1,189
Perk Chocolate Wafer Bar 15g,2026-04-28 08:51:00,Tuesday,10.0,1,230
D-Mart Premia Cashews (Kaju) 500g,2026-04-28 08:53:00,Tuesday,490.0,1,129
Tata Salt SuperLite 1kg,2026-04-28 08:54:00,Tuesday,32.0,1,467
Everest Kashmiri Lalchili Powder 200g,2026-04-28 08:55:00,Tuesday,120.0,1,217
Gillette Guard Safety Razor,2026-04-28 08:57:00,Tuesday,25.0,1,126
MDH Pav Bhaji Masala 100g,2026-04-28 08:59:00,Tuesday,78.0,1,194
Godrej Aer Pocket Bathroom Air Fragrance,2026-04-28 09:02:00,Tuesday,60.0,1,127
D-Mart Premia Sugar 5kg,2026-04-28 09:07:00,Tuesday,235.0,2,254
Fortune Sona Masoori Rice 5kg,2026-04-28 09:09:00,Tuesday,340.0,1,188
Nescafe Classic Instant Coffee 100g,2026-04-28 09:10:00,Tuesday,310.0,2,173
Paper Boat Anar Drink 250ml,2026-04-28 09:14:00,Tuesday,40.0,1,245
Amul Cheese Spread Garlic 200g,2026-04-28 09:18:00,Tuesday,120.0,2,234
Real Fruit Power Guava Juice 1L,2026-04-28 09:19:00,Tuesday,120.0,1,280
MTR Dosa Mix 500g,2026-04-28 09:22:00,Tuesday,120.0,1,116
Tata Salt Lite 1kg,2026-04-28 09:28:00,Tuesday,28.0,2,371
Pillsbury Chakki Fresh Atta 5kg,2026-04-28 09:29:00,Tuesday,255.0,1,261
Amul Taaza Toned Milk 1L,2026-04-28 09:30:00,Tuesday,56.0,1,276
Dhara Soyabean Refined Oil 1L,2026-04-28 09:34:00,Tuesday,135.0,1,158
Saffola Masala Oats Classic 500g,2026-04-28 09:34:00,Tuesday,160.0,1,185
Comfort After Wash Fabric Conditioner 860ml,2026-04-28 09:49:00,Tuesday,235.0,1,237
Aashirvaad Salt 1kg,2026-04-28 09:52:00,Tuesday,24.0,1,294
Pears Pure & Gentle Soap (125g x 3),2026-04-28 09:56:00,Tuesday,225.0,2,189
Pillsbury Chakki Fresh Atta 5kg,2026-04-28 09:57:00,Tuesday,255.0,1,260
Parle Monaco Salted Biscuits 120g,2026-04-28 10:01:00,Tuesday,25.0,3,435
D-Mart Premia Camphor (Kapur) Tablets 50g,2026-04-28 10:03:00,Tuesday,55.0,2,225
Dove Intense Repair Shampoo 650ml,2026-04-28 10:03:00,Tuesday,480.0,1,175
D-Mart Premia Kolam Rice 10kg,2026-04-28 10:08:00,Tuesday,650.0,1,108
Daawat Rozana Super Basmati Rice 5kg,2026-04-28 10:11:00,Tuesday,399.0,1,144
Mother Dairy Fresh Paneer 200g,2026-04-28 10:13:00,Tuesday,90.0,1,195
Parle-G Gold Biscuits 250g,2026-04-28 10:13:00,Tuesday,20.0,1,154
Amul Cheese Block 200g,2026-04-28 10:22:00,Tuesday,135.0,1,201
Tata Salt Rock Salt 1kg,2026-04-28 10:22:00,Tuesday,75.0,3,407
D-Mart Premia Ajwain 100g,2026-04-28 10:23:00,Tuesday,45.0,1,159
D-Mart Premia Rajma Chitra 1kg,2026-04-28 10:25:00,Tuesday,155.0,2,196
D-Mart Premia Rava (Suji) 1kg,2026-04-28 10:31:00,Tuesday,60.0,1,107
Bisleri Mineral Water Bottle 1L,2026-04-28 10:33:00,Tuesday,20.0,1,564
Tata Salt Rock Salt 1kg,2026-04-28 10:35:00,Tuesday,75.0,2,405
Nivea Soft Light Moisturising Cream 200ml,2026-04-28 10:35:00,Tuesday,290.0,1,203
MTR Rava Idli Mix 500g,2026-04-28 10:37:00,Tuesday,110.0,1,88
D-Mart Premia Besan 1kg,2026-04-28 10:44:00,Tuesday,90.0,1,203
Wibs White Bread 400g,2026-04-28 10:49:00,Tuesday,45.0,1,243
Haldiram's Moong Dal Namkeen 400g,2026-04-28 10:49:00,Tuesday,120.0,1,110
D-Mart Premia Sabudana 500g,2026-04-28 10:52:00,Tuesday,50.0,1,240
Kinley Water Bottle 1L,2026-04-28 10:52:00,Tuesday,20.0,2,405
Haldiram's Khatta Meetha Mixture 400g,2026-04-28 10:54:00,Tuesday,110.0,2,409
D-Mart Premia Puja Ghee Diya Wicks (100 pcs),2026-04-28 10:55:00,Tuesday,80.0,1,91
Bisleri Mineral Water Bottle 1L,2026-04-28 10:58:00,Tuesday,20.0,2,562
Homelite Safety Matchbox (10-Pack bundle),2026-04-28 11:00:00,Tuesday,20.0,1,197
Bournvita Chocolate Nutrition Drink 1kg,2026-04-28 11:09:00,Tuesday,430.0,1,194
